day,customer_id,customer_type,total_sales
2019-06-06,695219060820,Returning,31.800
2019-06-06,430902345753,Returning,54.350
2019-06-06,1840117284948,Returning,72.300
2019-06-06,6297022348,Returning,58.000
2019-06-06,1713678286932,Returning,49.390
2019-06-06,1888801849428,First-time,55.750
2019-06-06,1832469135444,Returning,108.400
2019-06-06,430441627673,Returning,100.400
2019-06-06,1888923058260,First-time,48.220
2019-06-06,188668674073,Returning,148.300
2019-06-06,619326636116,Returning,176.650
2019-06-06,1888945602644,Returning,39.700
2019-06-06,1889384988756,First-time,0.000
2019-06-06,1889205092436,First-time,27.600
2019-06-06,1159064748116,Returning,32.000
2019-06-06,1714432933972,Returning,71.100
2019-06-06,405431025689,Returning,46.400
2019-06-06,414405558297,Returning,41.500
2019-06-06,385873018905,Returning,58.500
2019-06-06,1217326547028,Returning,96.330
2019-06-06,1888122929236,First-time,28.800
2019-06-06,615804960852,Returning,51.500
2019-06-06,1888108609620,First-time,25.500
2019-06-06,1254994804820,Returning,27.800
2019-06-06,1710770978900,Returning,139.200
2019-06-06,160282968089,Returning,26.980
2019-06-06,672903856212,Returning,70.500
2019-06-06,1255124369492,Returning,201.300
2019-06-06,636144746580,Returning,55.000
2019-06-06,1889389019220,First-time,31.000
2019-06-06,624104570964,Returning,40.900
2019-06-06,1889174388820,First-time,29.900
2019-06-06,848025026644,Returning,41.500
2019-06-06,137830432793,Returning,67.350
2019-06-06,394796072985,Returning,69.600
2019-06-06,5074267148,Returning,101.270
2019-06-06,697367003220,Returning,97.900
2019-06-06,661730361428,Returning,48.900
2019-06-06,1838114078804,Returning,42.000
2019-06-06,1158643810388,Returning,73.000
2019-06-06,1740930744404,Returning,125.800
2019-06-06,1888143867988,First-time,25.550
2019-06-06,1888945602644,First-time,151.240
2019-06-06,235246092313,Returning,87.700
2019-06-06,1253695717460,Returning,27.650
2019-06-06,1760970735700,Returning,38.900
2019-06-06,5537195468,Returning,159.900
2019-06-06,1889127596116,First-time,49.700
2019-06-06,1741074694228,Returning,74.550
2019-06-06,265601941529,Returning,-15.300
2019-06-06,1241465028692,Returning,117.500
2019-06-06,1864295120980,Returning,90.600
2019-06-06,855581917268,Returning,303.820
2019-06-06,1889405010004,First-time,79.900
2019-06-06,1199185231956,Returning,36.000
2019-06-06,271036416025,Returning,95.500
2019-06-06,5201716748,Returning,25.900
2019-06-06,6556852364,Returning,36.700
2019-06-06,5487939468,Returning,35.200
2019-06-06,611962028116,Returning,30.900
2019-06-06,661257617492,Returning,4.000
2019-06-06,1888961429588,First-time,41.900
2019-06-06,1844985790548,First-time,89.100
2019-06-06,1889197686868,First-time,40.000
2019-06-06,1827385540692,Returning,102.050
2019-06-06,92498100249,Returning,39.490
2019-06-06,748094390356,Returning,33.470
2019-06-06,662652223572,Returning,168.000
2019-06-06,856193335380,Returning,151.920
2019-06-06,419856744473,Returning,41.400
2019-06-06,1127978369108,Returning,41.400
2019-06-06,1889500364884,First-time,26.410
2019-06-06,621793247316,Returning,91.500
2019-06-06,1871112110164,Returning,72.000
2019-06-06,1828061970516,Returning,180.800
2019-06-06,1753341853780,Returning,89.200
2019-06-06,5195547660,Returning,154.900
2019-06-06,1213049897044,Returning,26.920
2019-06-06,5607128908,Returning,211.500
2019-06-06,6588372620,Returning,194.600
2019-06-06,1266880446548,Returning,238.500
2019-06-06,1251469328468,Returning,27.400
2019-06-06,1888898416724,First-time,55.100
2019-06-06,1229266485332,Returning,37.000
2019-06-06,172610093081,Returning,110.200
2019-06-06,6122858828,Returning,28.400
2019-06-06,6167057740,Returning,68.500
2019-06-06,1889066188884,First-time,25.200
2019-06-06,1888226279508,First-time,142.400
2019-06-06,365443153945,Returning,38.400
2019-06-06,428916604953,Returning,39.000
2019-06-06,1889310572628,First-time,26.600
2019-06-06,1110010658900,Returning,98.500
2019-06-06,737508327508,Returning,44.000
2019-06-06,1888097927252,First-time,27.000
2019-06-06,414927716377,Returning,32.400
2019-06-06,1888949698644,First-time,74.800
2019-06-06,1888160088148,First-time,25.850
2019-06-06,1232967958612,Returning,69.000
2019-06-06,381955932185,Returning,155.000
2019-06-06,1159969177684,Returning,31.900
2019-06-06,1857708163156,First-time,38.200
2019-06-06,693144911956,Returning,66.200
2019-06-06,659887226964,Returning,85.000
2019-06-06,1163005689940,Returning,231.640
2019-06-06,1888130564180,First-time,29.900
2019-06-06,856184062036,Returning,87.700
2019-06-06,743481049172,Returning,42.000
2019-06-06,1183530156116,Returning,28.100
2019-06-06,1889494925396,First-time,68.300
2019-06-06,1839851569236,First-time,102.100
2019-06-06,636032811092,Returning,51.400
2019-06-06,1879783407700,First-time,406.700
2019-06-06,847488090196,Returning,29.690
2019-06-06,6615901900,Returning,217.000
2019-06-06,1228270239828,Returning,124.000
2019-06-06,1888344539220,First-time,34.800
2019-06-06,1863007273044,First-time,142.410
2019-06-06,1268056817748,Returning,86.900
2019-06-06,5708915020,Returning,166.400
2019-06-06,859884224596,First-time,74.010
2019-06-06,169963225113,Returning,218.200
2019-06-06,1888964345940,First-time,25.700
2019-06-06,1735960723540,Returning,42.000
2019-06-06,1199892463700,Returning,33.900
2019-06-06,1826470068308,First-time,78.000
2019-06-06,1747100631124,Returning,32.500
2019-06-07,1216271089748,First-time,33.600
2019-06-07,6453667980,Returning,129.900
2019-06-07,20502478873,Returning,66.100
2019-06-07,1890878455892,First-time,25.840
2019-06-07,1182123130964,Returning,25.800
2019-06-07,1891186770004,First-time,44.000
2019-06-07,1229278740564,Returning,52.500
2019-06-07,1183993593940,Returning,65.900
2019-06-07,749379616852,Returning,401.200
2019-06-07,1761910390868,Returning,58.400
2019-06-07,1890901983316,First-time,76.800
2019-06-07,1849807765588,Returning,51.800
2019-06-07,1890289221716,First-time,26.810
2019-06-07,672183517268,Returning,68.100
2019-06-07,49286348825,Returning,159.900
2019-06-07,1148921544788,Returning,41.900
2019-06-07,1889854783572,First-time,30.000
2019-06-07,1254743703636,Returning,162.500
2019-06-07,385570242585,Returning,44.500
2019-06-07,1890795323476,First-time,47.000
2019-06-07,689715511380,Returning,41.200
2019-06-07,1679160180820,Returning,42.000
2019-06-07,1845436219476,Returning,26.350
2019-06-07,3880876358,Returning,145.500
2019-06-07,290669068313,Returning,37.800
2019-06-07,1878520660052,Returning,14.800
2019-06-07,1890971680852,First-time,66.220
2019-06-07,614298648660,Returning,85.000
2019-06-07,1841320755284,Returning,31.000
2019-06-07,1175917494356,Returning,38.420
2019-06-07,1251471786068,Returning,27.200
2019-06-07,367778660377,Returning,54.600
2019-06-07,1847755079764,Returning,128.000
2019-06-07,1712205267028,Returning,168.490
2019-06-07,3738543174,Returning,92.200
2019-06-07,200837955609,Returning,63.050
2019-06-07,1890937634900,First-time,40.500
2019-06-07,357932859417,Returning,39.900
2019-06-07,1271255203924,Returning,33.600
2019-06-07,1890606284884,First-time,134.330
2019-06-07,1188631773268,Returning,42.000
2019-06-07,196143284249,Returning,37.700
2019-06-07,679053262932,Returning,58.600
2019-06-07,1103461515348,Returning,31.600
2019-06-07,33422409753,Returning,69.510
2019-06-07,603540488276,Returning,30.500
2019-06-07,1747203522644,Returning,67.500
2019-06-07,852121485396,Returning,56.800
2019-06-07,634019741780,Returning,76.600
2019-06-07,1822329897044,Returning,50.500
2019-06-07,95448858649,Returning,123.000
2019-06-07,425308160025,Returning,137.400
2019-06-07,744805269588,First-time,25.200
2019-06-07,1713814044756,Returning,89.040
2019-06-07,1890931736660,First-time,139.900
2019-06-07,672984334420,Returning,102.100
2019-06-07,621261422676,Returning,131.900
2019-06-07,1252174004308,Returning,26.710
2019-06-07,1741752139860,Returning,59.800
2019-06-07,746270457940,Returning,159.910
2019-06-07,1225539485780,First-time,32.900
2019-06-07,271076589593,Returning,12.000
2019-06-07,1233536745556,Returning,25.200
2019-06-07,223919800345,Returning,41.400
2019-06-07,1211800059988,Returning,158.200
2019-06-07,4352828870,Returning,47.700
2019-06-07,391723286553,Returning,36.500
2019-06-07,1195125375060,First-time,52.400
2019-06-07,255773147161,Returning,57.700
2019-06-07,1891028533332,First-time,25.200
2019-06-07,662001614932,Returning,128.100
2019-06-07,1170650857556,Returning,98.100
2019-06-07,1879907598420,First-time,56.610
2019-06-07,1249480900692,Returning,146.300
2019-06-07,1891141877844,First-time,43.600
2019-06-07,631195467860,Returning,125.800
2019-06-07,1890906210388,First-time,61.600
2019-06-07,612938416212,Returning,102.900
2019-06-07,3157696198,Returning,273.600
2019-06-07,609930903636,Returning,104.760
2019-06-07,1890881110100,First-time,56.900
2019-06-07,426135879705,Returning,75.900
2019-06-07,662703636564,Returning,27.300
2019-06-07,1200606216276,Returning,96.700
2019-06-07,1177472925780,Returning,77.000
2019-06-07,1890531737684,First-time,50.000
2019-06-07,414194728985,Returning,62.000
2019-06-07,298391928857,Returning,32.900
2019-06-07,740283220052,Returning,70.000
2019-06-07,748245418068,Returning,70.400
2019-06-07,1148719988820,Returning,27.460
2019-06-07,380530720793,Returning,40.500
2019-06-07,630611181652,Returning,31.400
2019-06-07,261461540889,Returning,214.900
2019-06-07,1192962228308,Returning,47.150
2019-06-07,632247451732,Returning,77.400
2019-06-07,4969262604,Returning,56.800
2019-06-07,431257419801,Returning,88.400
2019-06-07,1236821704788,Returning,46.200
2019-06-07,1233492213844,Returning,186.400
2019-06-07,625415520340,Returning,105.900
2019-06-07,1225539485780,Returning,25.990
2019-06-07,1232342417492,Returning,47.800
2019-06-07,1890866430036,First-time,165.200
2019-06-07,1889973436500,First-time,45.410
2019-06-07,1890816589908,First-time,31.800
2019-06-07,634160808020,Returning,40.000
2019-06-07,1890503524436,First-time,102.150
2019-06-07,1889821982804,First-time,27.300
2019-06-07,686049820756,Returning,34.500
2019-06-07,421185814553,Returning,181.790
2019-06-07,1889828667476,First-time,0.000
2019-06-07,623074148436,Returning,33.760
2019-06-07,1716341506132,Returning,39.300
2019-06-07,669418553428,Returning,77.000
2019-06-07,672903331924,Returning,100.500
2019-06-07,752030416980,Returning,28.250
2019-06-07,1270678356052,Returning,51.100
2019-06-07,1742885093460,Returning,156.200
2019-06-07,1255684079700,Returning,96.100
2019-06-07,1199522873428,Returning,71.500
2019-06-07,1213871390804,Returning,114.000
2019-06-07,1891046719572,First-time,29.900
2019-06-07,1879907598420,Returning,62.400
2019-06-07,1890799026260,First-time,32.990
2019-06-07,405431025689,Returning,32.900
2019-06-07,1855855099988,Returning,26.900
2019-06-07,602944536660,Returning,155.000
2019-06-07,1890954215508,First-time,25.000
2019-06-07,1890351874132,First-time,141.300
2019-06-07,1890660024404,First-time,101.000
2019-06-07,1890265727060,First-time,41.700
2019-06-07,1890437136468,First-time,25.790
2019-06-07,647971438676,Returning,34.800
2019-06-07,1822547902548,Returning,64.600
2019-06-07,860590407764,Returning,78.000
2019-06-07,1755100938324,Returning,27.000
2019-06-07,1165806501972,Returning,25.800
2019-06-07,6058174028,Returning,59.400
2019-06-07,1890657599572,First-time,37.800
2019-06-07,668810412116,Returning,77.000
2019-06-07,365275086873,Returning,341.900
2019-06-07,682689495124,Returning,30.270
2019-06-07,375579541529,Returning,34.150
2019-06-07,248823971865,Returning,68.900
2019-06-07,1890649964628,First-time,49.800
2019-06-07,193298923545,Returning,160.000
2019-06-07,6231276364,Returning,53.000
2019-06-08,1889184645204,First-time,69.900
2019-06-08,1893413781588,First-time,95.000
2019-06-08,1262658617428,Returning,50.100
2019-06-08,1225369976916,Returning,80.000
2019-06-08,1889473921108,First-time,25.700
2019-06-08,1860444684372,Returning,59.800
2019-06-08,3859097734,Returning,30.070
2019-06-08,1185550172244,Returning,75.600
2019-06-08,1762205761620,Returning,49.490
2019-06-08,1893028331604,First-time,81.200
2019-06-08,733050667092,Returning,92.300
2019-06-08,128000294937,Returning,55.000
2019-06-08,6218103436,Returning,151.900
2019-06-08,1892782571604,First-time,26.600
2019-06-08,421333336089,Returning,95.800
2019-06-08,747003969620,Returning,32.800
2019-06-08,428132597785,Returning,98.000
2019-06-08,1892799447124,First-time,109.900
2019-06-08,1205694398548,Returning,45.900
2019-06-08,199465402393,Returning,180.100
2019-06-08,1893129879636,Returning,-3.490
2019-06-08,1893035212884,First-time,27.500
2019-06-08,235644321817,Returning,114.600
2019-06-08,701053435988,Returning,166.800
2019-06-08,1893112905812,First-time,27.500
2019-06-08,6682814220,Returning,162.000
2019-06-08,1845374517332,Returning,28.430
2019-06-08,1212053946452,Returning,89.100
2019-06-08,857101697108,Returning,29.900
2019-06-08,5651166412,Returning,90.500
2019-06-08,378508804121,Returning,25.200
2019-06-08,1681140613204,Returning,44.100
2019-06-08,1747355598932,Returning,43.450
2019-06-08,106003922969,Returning,54.450
2019-06-08,739185328212,Returning,31.800
2019-06-08,4950776652,Returning,95.000
2019-06-08,6620823116,Returning,66.000
2019-06-08,275129729049,Returning,174.810
2019-06-08,745376776276,Returning,97.000
2019-06-08,1684047167572,Returning,33.800
2019-06-08,1681104896084,Returning,38.400
2019-06-08,5576683852,Returning,61.600
2019-06-08,1893410635860,First-time,98.300
2019-06-08,613457854548,Returning,44.050
2019-06-08,1893101994068,First-time,34.500
2019-06-08,98494119961,Returning,31.900
2019-06-08,1267019284564,Returning,212.900
2019-06-08,1891439706196,Returning,0.000
2019-06-08,1868867141716,Returning,46.300
2019-06-08,1735742521428,Returning,26.800
2019-06-08,1742926839892,Returning,34.300
2019-06-08,3804876294,Returning,25.400
2019-06-08,137407332377,First-time,108.900
2019-06-08,1249147191380,Returning,61.200
2019-06-08,1893373870164,First-time,57.000
2019-06-08,1893085708372,First-time,300.700
2019-06-08,1252544184404,Returning,64.800
2019-06-08,2653738822,Returning,54.400
2019-06-08,687817064532,Returning,45.800
2019-06-08,1846582542420,Returning,38.700
2019-06-08,856835162196,Returning,25.600
2019-06-08,26083393561,Returning,62.100
2019-06-08,853240315988,Returning,29.000
2019-06-08,290475278361,Returning,81.100
2019-06-08,47997091865,Returning,36.400
2019-06-08,842606674004,Returning,55.000
2019-06-08,1846738059348,Returning,25.800
2019-06-08,1255630307412,Returning,124.000
2019-06-08,1678663417940,Returning,31.300
2019-06-08,604313157716,Returning,26.000
2019-06-08,1682369708116,Returning,58.550
2019-06-08,410963050521,Returning,38.400
2019-06-08,380293251097,Returning,133.900
2019-06-08,1751775117396,Returning,125.100
2019-06-08,1892889559124,First-time,53.600
2019-06-08,1893507956820,First-time,23.500
2019-06-08,1893035212884,Returning,25.150
2019-06-08,741552357460,Returning,149.900
2019-06-08,660506214484,Returning,91.500
2019-06-08,1863038500948,First-time,48.000
2019-06-08,1892897259604,First-time,46.000
2019-06-08,856930386004,Returning,33.600
2019-06-08,309497954329,Returning,37.450
2019-06-08,1124723884116,Returning,55.600
2019-06-08,125091643417,Returning,140.000
2019-06-08,1137090068564,Returning,46.000
2019-06-08,373050834969,Returning,37.830
2019-06-08,1840584884308,First-time,42.280
2019-06-08,1832548663380,Returning,39.650
2019-06-08,1892793516116,First-time,25.000
2019-06-08,1145441189972,Returning,143.600
2019-06-08,141704822809,Returning,134.500
2019-06-08,1761482932308,Returning,71.050
2019-06-08,1846384689236,Returning,41.000
2019-06-08,749756514388,Returning,125.800
2019-06-08,281826525209,Returning,31.000
2019-06-08,1180359819348,Returning,56.010
2019-06-08,1761482801236,Returning,64.000
2019-06-08,665293553748,Returning,25.560
2019-06-08,1892990419028,First-time,49.900
2019-06-08,1862602260564,Returning,25.650
2019-06-08,1237981429844,Returning,51.000
2019-06-08,6416670860,Returning,99.000
2019-06-08,1892817829972,First-time,103.310
2019-06-08,318605819929,Returning,58.200
2019-06-08,252653699097,Returning,35.800
2019-06-08,1889233797204,Returning,44.400
2019-06-08,1891180019796,First-time,28.390
2019-06-08,1870283112532,Returning,51.400
2019-06-08,1893137743956,First-time,189.900
2019-06-08,615899267156,Returning,68.000
2019-06-08,1196255707220,Returning,33.850
2019-06-08,1173731704916,Returning,108.800
2019-06-08,1199702147156,Returning,94.800
2019-06-08,6454981068,Returning,57.590
2019-06-08,6510127884,Returning,30.700
2019-06-08,1715009683540,Returning,95.300
2019-06-08,697326043220,Returning,115.500
2019-06-08,1893444386900,First-time,27.980
2019-06-08,65798701081,Returning,26.700
2019-06-08,1891336192084,First-time,37.810
2019-06-08,1893249974356,First-time,219.500
2019-06-08,1879783407700,Returning,27.500
2019-06-08,6538912588,Returning,58.500
2019-06-08,1254847217748,Returning,53.900
2019-06-08,1891439706196,First-time,0.000
2019-06-08,1234723897428,Returning,26.900
2019-06-08,5982249740,Returning,29.140
2019-06-08,1893088002132,First-time,30.000
2019-06-08,602522878036,Returning,26.000
2019-06-08,366705410073,Returning,76.100
2019-06-08,1893402738772,First-time,25.200
2019-06-08,1893083316308,First-time,29.500
2019-06-08,1152983859284,Returning,48.600
2019-06-08,1890270085204,First-time,379.240
2019-06-08,691496648788,Returning,25.500
2019-06-08,401721163801,Returning,108.000
2019-06-08,1124216209492,Returning,39.100
2019-06-08,1891288285268,First-time,25.120
2019-06-08,157123706905,Returning,73.690
2019-06-08,5988699596,Returning,30.400
2019-06-08,1891131818068,First-time,54.650
2019-06-09,316288794649,Returning,51.900
2019-06-09,5798820172,Returning,50.000
2019-06-09,1870553907284,Returning,35.600
2019-06-09,1685529067604,Returning,88.700
2019-06-09,691756204116,Returning,62.100
2019-06-09,1868774277204,Returning,25.000
2019-06-09,1679998681172,Returning,53.080
2019-06-09,430402732057,Returning,25.520
2019-06-09,748914704468,Returning,100.700
2019-06-09,1894727712852,First-time,164.500
2019-06-09,1241834487892,Returning,76.000
2019-06-09,423701544985,Returning,68.000
2019-06-09,614027395156,Returning,117.000
2019-06-09,5907198860,Returning,33.400
2019-06-09,1893527879764,First-time,41.360
2019-06-09,5101006924,Returning,81.500
2019-06-09,1224310554708,Returning,139.900
2019-06-09,1184804044884,Returning,67.500
2019-06-09,1894329548884,First-time,133.800
2019-06-09,1846830989396,Returning,25.450
2019-06-09,1751958257748,Returning,30.490
2019-06-09,1744383410260,Returning,25.400
2019-06-09,1894517833812,First-time,26.400
2019-06-09,1894901907540,First-time,27.200
2019-06-09,1894103253076,First-time,125.900
2019-06-09,1894457180244,First-time,76.900
2019-06-09,6347404620,Returning,35.300
2019-06-09,1174782214228,Returning,139.120
2019-06-09,1163948490836,Returning,59.800
2019-06-09,849627512916,Returning,157.900
2019-06-09,425256550425,Returning,161.800
2019-06-09,1206292447316,Returning,69.000
2019-06-09,1895011778644,First-time,51.200
2019-06-09,1894396690516,First-time,29.800
2019-06-09,3457478470,Returning,273.500
2019-06-09,81336565785,Returning,102.000
2019-06-09,1243377074260,Returning,47.800
2019-06-09,6661833292,Returning,87.800
2019-06-09,1228377849940,Returning,65.000
2019-06-09,1157827690580,Returning,29.800
2019-06-09,1201882169428,Returning,72.000
2019-06-09,1223150272596,Returning,178.300
2019-06-09,1254480478292,Returning,25.500
2019-06-09,1151052152916,Returning,29.500
2019-06-09,608771899476,Returning,60.000
2019-06-09,1713453924436,Returning,26.600
2019-06-09,1893159108692,First-time,123.690
2019-06-09,4207244294,Returning,40.300
2019-06-09,1710921384020,Returning,157.600
2019-06-09,1894390661204,First-time,30.800
2019-06-09,747166171220,Returning,45.000
2019-06-09,1170944032852,Returning,45.600
2019-06-09,1192824471636,Returning,55.400
2019-06-09,1894577963092,First-time,43.500
2019-06-09,646754861140,Returning,75.700
2019-06-09,1894192021588,First-time,27.030
2019-06-09,737092337748,Returning,53.800
2019-06-09,1894347538516,First-time,70.000
2019-06-09,1252449976404,Returning,37.410
2019-06-09,5758396556,Returning,32.050
2019-06-09,167005061145,Returning,74.700
2019-06-09,1207985307732,Returning,83.620
2019-06-09,1241457950804,Returning,42.000
2019-06-09,4813311308,Returning,214.890
2019-06-09,5396747276,Returning,45.900
2019-06-09,618808901716,Returning,35.900
2019-06-09,1217176633428,Returning,36.480
2019-06-09,1714931204180,Returning,92.900
2019-06-09,1197642711124,Returning,25.550
2019-06-09,1894390235220,First-time,44.900
2019-06-09,362906222617,Returning,28.000
2019-06-09,1219282108500,Returning,35.100
2019-06-09,1238149595220,Returning,30.000
2019-06-09,270507573273,Returning,84.390
2019-06-09,5498399116,Returning,59.000
2019-06-09,1832398651476,Returning,-12.500
2019-06-09,1252466360404,Returning,45.850
2019-06-09,6562265292,Returning,159.900
2019-06-09,5537724492,Returning,45.000
2019-06-09,1893596921940,First-time,51.200
2019-06-09,151220060185,Returning,80.000
2019-06-09,1894710739028,First-time,127.750
2019-06-09,1894546341972,First-time,26.230
2019-06-09,5537195468,Returning,155.110
2019-06-09,1822376099924,Returning,88.200
2019-06-09,1894800162900,First-time,44.000
2019-06-09,1862957400148,Returning,38.000
2019-06-09,155898413081,Returning,55.200
2019-06-09,602492960852,Returning,167.500
2019-06-09,1894550241364,First-time,52.210
2019-06-09,1261915897940,Returning,29.690
2019-06-09,732321382484,Returning,78.000
2019-06-09,1894571966548,First-time,340.600
2019-06-09,1680958193748,Returning,82.000
2019-06-09,1239157801044,Returning,66.800
2019-06-09,97259651097,Returning,72.900
2019-06-09,615236567124,Returning,146.200
2019-06-09,1894899187796,First-time,0.000
2019-06-09,1894666928212,First-time,25.450
2019-06-09,1894517473364,First-time,50.200
2019-06-09,614721585236,Returning,32.900
2019-06-09,1215345492052,Returning,94.900
2019-06-09,1192949055572,Returning,28.600
2019-06-09,1894427263060,First-time,84.900
2019-06-09,634973159508,Returning,135.300
2019-06-09,4790600588,Returning,149.900
2019-06-09,848763551828,Returning,56.800
2019-06-09,6682493580,Returning,48.000
2019-06-09,1120112181332,Returning,139.500
2019-06-09,627273695316,Returning,88.220
2019-06-09,265126805529,Returning,169.920
2019-06-09,6228841612,Returning,47.600
2019-06-09,419761127449,Returning,28.520
2019-06-09,1177246072916,Returning,182.300
2019-06-09,693900312660,Returning,43.500
2019-06-09,5591327884,Returning,106.600
2019-06-09,1827506618452,Returning,89.500
2019-06-09,5378982796,Returning,199.900
2019-06-09,1260759023700,Returning,68.400
2019-06-09,1742392262740,First-time,30.400
2019-06-09,1763405758548,Returning,49.000
2019-06-09,1894490538068,First-time,131.670
2019-06-09,253422567449,Returning,49.800
2019-06-09,1103971450964,Returning,81.100
2019-06-09,6500988428,Returning,142.900
2019-06-09,4662843788,Returning,116.100
2019-06-09,1753449037908,Returning,84.400
2019-06-09,4798626636,Returning,185.400
2019-06-09,1222675464276,Returning,59.800
2019-06-09,1894566985812,First-time,106.800
2019-06-09,1761456390228,Returning,122.300
2019-06-09,373225979929,Returning,185.700
2019-06-09,1889389019220,Returning,139.400
2019-06-09,1894929662036,First-time,69.240
2019-06-09,1875265716308,Returning,42.000
2019-06-09,386945122329,Returning,48.990
2019-06-09,1683366084692,Returning,190.900
2019-06-09,4714562316,Returning,29.900
2019-06-09,1753576996948,Returning,28.000
2019-06-09,1744419782740,Returning,29.900
2019-06-09,1894907412564,First-time,0.000
2019-06-09,4713804044,Returning,31.050
2019-06-09,32138100761,Returning,84.900
2019-06-09,608771637332,Returning,159.900
2019-06-09,1895021772884,First-time,83.300
2019-06-09,1236821704788,Returning,66.000
2019-06-10,1254480478292,Returning,29.700
2019-06-10,850467192916,Returning,300.000
2019-06-10,155756134425,Returning,42.000
2019-06-10,1268006453332,Returning,114.450
2019-06-10,860079521876,Returning,97.500
2019-06-10,1255831732308,Returning,73.150
2019-06-10,1110010658900,Returning,133.600
2019-06-10,1746632769620,Returning,27.500
2019-06-10,1895255474260,First-time,29.400
2019-06-10,3994258374,Returning,30.000
2019-06-10,235289411609,Returning,48.200
2019-06-10,854581837908,Returning,269.310
2019-06-10,1196421283924,Returning,31.000
2019-06-10,3495286854,Returning,32.900
2019-06-10,700354789460,Returning,62.600
2019-06-10,1226588422228,First-time,66.640
2019-06-10,680477163604,Returning,176.050
2019-06-10,1878201958484,Returning,48.800
2019-06-10,1897540681812,First-time,26.900
2019-06-10,303273476121,Returning,95.900
2019-06-10,1123278454868,Returning,28.900
2019-06-10,235292295193,First-time,218.120
2019-06-10,1864295120980,Returning,33.400
2019-06-10,1896892891220,First-time,47.900
2019-06-10,612815962196,Returning,346.800
2019-06-10,411778023449,Returning,33.000
2019-06-10,679861125204,Returning,52.400
2019-06-10,1129933635668,Returning,25.850
2019-06-10,1255879049300,Returning,44.400
2019-06-10,407654400025,Returning,40.740
2019-06-10,1188259758164,Returning,149.800
2019-06-10,1094175129684,Returning,129.200
2019-06-10,1896609644628,First-time,191.350
2019-06-10,229098258457,Returning,102.000
2019-06-10,666363297876,Returning,31.800
2019-06-10,1232495181908,Returning,48.500
2019-06-10,5081978636,Returning,78.200
2019-06-10,361228730393,Returning,40.000
2019-06-10,1166012350548,Returning,45.500
2019-06-10,1193161130068,Returning,206.000
2019-06-10,1261960560724,Returning,87.000
2019-06-10,739548987476,Returning,72.700
2019-06-10,308842627097,Returning,89.100
2019-06-10,425279356953,Returning,80.000
2019-06-10,1111086694484,Returning,113.800
2019-06-10,1897137340500,First-time,39.500
2019-06-10,1238308585556,Returning,91.800
2019-06-10,417643069465,Returning,125.650
2019-06-10,1890971680852,Returning,15.000
2019-06-10,1162731061332,Returning,91.380
2019-06-10,850269372500,Returning,32.000
2019-06-10,1894313230420,First-time,108.200
2019-06-10,3401291654,Returning,66.000
2019-06-10,1829768986708,Returning,42.000
2019-06-10,1847579869268,Returning,29.900
2019-06-10,1201809817684,Returning,42.750
2019-06-10,681011773524,Returning,35.400
2019-06-10,1114941161556,Returning,25.700
2019-06-10,667350597716,Returning,65.600
2019-06-10,1863177568340,Returning,33.000
2019-06-10,1897501163604,First-time,25.700
2019-06-10,20503887897,Returning,86.040
2019-06-10,1214107025492,Returning,102.200
2019-06-10,606537220180,Returning,77.900
2019-06-10,1261683867732,Returning,57.000
2019-06-10,1854261952596,Returning,72.200
2019-06-10,610962669652,Returning,106.100
2019-06-10,1678606303316,Returning,66.550
2019-06-10,140223676441,Returning,136.400
2019-06-10,685465370708,Returning,52.000
2019-06-10,1866453942356,Returning,31.000
2019-06-10,1829790908500,Returning,26.200
2019-06-10,1896444362836,First-time,47.500
2019-06-10,602476609620,Returning,37.830
2019-06-10,676257595476,Returning,63.580
2019-06-10,1206358999124,Returning,122.900
2019-06-10,395841798169,Returning,71.100
2019-06-10,1896888336468,First-time,33.580
2019-06-10,1896730034260,First-time,39.620
2019-06-10,689400021076,Returning,151.500
2019-06-10,1897436086356,Returning,-44.200
2019-06-10,401964171289,Returning,48.000
2019-06-10,1735875231828,Returning,45.150
2019-06-10,1896558559316,First-time,99.500
2019-06-10,1181155197012,Returning,30.000
2019-06-10,306148507673,Returning,44.690
2019-06-10,1894699270228,First-time,97.000
2019-06-10,374368763929,Returning,69.550
2019-06-10,659240943700,Returning,42.000
2019-06-10,280495783961,First-time,63.000
2019-06-10,1714665750612,Returning,65.800
2019-06-10,1160964931668,Returning,127.900
2019-06-10,1896872509524,First-time,51.600
2019-06-10,698065649748,Returning,135.900
2019-06-10,184906973209,Returning,97.000
2019-06-10,1261780009044,Returning,129.800
2019-06-10,1748364132436,Returning,26.800
2019-06-10,1126911049812,Returning,36.350
2019-06-10,1897207988308,First-time,96.520
2019-06-10,1271495589972,Returning,89.700
2019-06-10,1897098608724,First-time,25.300
2019-06-10,1713230446676,Returning,44.000
2019-06-10,1196443697236,Returning,33.500
2019-06-10,627701153876,Returning,93.500
2019-06-10,1223876902996,Returning,42.000
2019-06-10,1741424853076,Returning,35.200
2019-06-10,1896272134228,First-time,32.900
2019-06-10,1165145440340,Returning,26.750
2019-06-10,1896774860884,First-time,27.990
2019-06-10,1224413839444,Returning,109.500
2019-06-10,1877145452628,First-time,95.600
2019-06-10,1893056479316,First-time,26.800
2019-06-10,411061321753,Returning,32.900
2019-06-10,1214066229332,Returning,110.500
2019-06-10,1094328778836,Returning,25.200
2019-06-10,6678939340,Returning,54.690
